The Solitary Land,"I inhabit these fugitive words,
I live, my face my face’s lone companion,
And my face is my path,

In your name, my land
That stands tall, enchanted and solitary;
In your name, death, my friend.
 
Translated from the Arabic",Art and Science
"“Un Tintero,” Inkwell","              Anger is the other person inside
                            mi garganta, my throat.

                            The mouth’s mouth is the deepest.

Rage is the homeless boy fallen down a well.

Shout down and he will echo back.
                                          La lengua, tongue.

How long have you been down there?

                            Subterráneo, underground.

The letters of Cortés are difficult to read,
                            on each page a horse dies.

The lord of the city lives homeless in a canoe.
Hundreds of natives are speared.

              Another town is burned alive
              with all its caged creatures.

On each page the people appear to walk
                                                        over their dead.

La tierra estercolada, the earth fertilized,
spreads a cloth whose pattern repeats.

                            On each page the future arrives
on a raft woven of snakes.

              Over and over, the design obliterates.

Never does he say this was their home we took.",Art and Science
A Vision,"Our city fled,
So I sought its paths in haste
And looked around—I saw only horizon,
And I perceived that those who flee tomorrow
And those who return tomorrow
Are a body I tear apart on my page.

I could see: the clouds were a throat,
The water formed walls of flame.
I saw a sticky yellow thread,
A thread of the history that clings to me.
A hand mulls over my life, ties my days together
Time and again, a hand that was heir
To the race of dolls and the progeny of rags.

I entered the rites of creation
In the waters’ womb and the trees’ virginity,
I saw trees seducing me,
I saw rooms among their branches,
Beds and windows resisting me,
I saw children and read them
My sand, I read them
Suras of clouds and verses of stone,
I saw them journeying with me,
I saw pools of tears and the corpse of rain
Gleaming behind them.

Our city fled—
What am I? A spike of grain
Weeping for a lark
That died beneath the snow and cold,
Died without revealing its messages,
Died without writing anyone.
I questioned it and saw its corpse
Discarded at the end of time,
And I cried out, “Silence of the ice, I
Am the home of the exiled lark.
Its grave is my home, and I’m an exile.”

Our city fled,
And I saw my feet transform
Into a river overflowing with blood,
Into ships growing distant, expanding,
And I saw my drowned shores seducing ...
My waves were wind and pelicans.

Our city fled,
And refusal is a crushed pearl
Whose powder anchors my ships,
And refusal is a woodcutter living
On my face—it gathers me and sets me on fire—
And refusal is the distance that disperses me.
I see my blood and I see my death
Beyond my blood:
It speaks to me and pursues me.

Our city fled,
And I saw how my shroud illumines me,
I saw ... If only death would grant me time.
 
Translated from the Arabic",Art and Science
Why I Am Not a Sculpture,"To be a statue               carved by Bernini
Lounging in a climate-controlled museum in Rome         is luxury
Like the luxury of a personal pan pizza            with unlimited free toppings
Or the luxurious feel of a premium eye pencil          used to draw bisons on the walls of a French cave
To be so white and glossy                   is unimaginable
Like how I imagine a plate of eggs painted by Velázquez           or the lid of a designer toilet cistern
In a European magazine                       (I could be European
And wear a dashingly arranged scarf          or sip weirdly-named liqueurs that taste like semen
In a Rococo palais)                but in the scheme of things
Where I am marble and still                  my wrist will be a marvel
Like the marvel of an isthmus           whose name can only be pronounced if you have a lisp
Or the marvelous sausage                that saved a man from the Inquisition in 1582
It is definitely marvelous                    to be as attenuated
As the casually extended leg of a greyhound                   reclining on its very own velvet settee
To be so thoroughbred                          is an accomplishment
Like the thoroughly flattened face of a Persian cat                   which always looks peevish
Or the extremely frivolous ceiling                   of a banqueting hall where royals are put to death
If it is admirable to be so luxurious                    then I will never be admired
The way a designer toilet cistern is admired               or a piece of elaborate pâtisserie
(Although I am not a statue                   I have often held my arms aloft
As when catching a carelessly thrown baby              or pointing at two meteors at the same time)
It is exhausting trying to be so inanimate               and desirable
If my arm breaks off  like the shell                of a freshly-filled cannoli
You will know why",Art and Science
Woodcut,"The trouble with Jane Eyre
isn’t what I thought when I slammed shut the book
on those pictures trying to fly out at me
because I misunderstood, being too young

to read. When you’re unable to read a book
you can’t understand the illustrations either.
Those were my mother’s books, a green bound set
of that one and the book by her sister, Emily.

When you can’t understand the artwork
the face at the window is a monster.
It is only Cathy, though, in the book by Brontë’s sister,
calling for her lover. And the awful figure bending

over Jane’s bed with the candle, that monstrous
creature—well, there are flaws in the mind of Jane, too,
and the awful figure bending over her
might be the tormented wife of Rochester.

There’s a flaw in Jane’s mind, too,
looking down on the young French child
born to another tormented mother
whom Rochester says has inherited sin.

The young French child likes presents too much,
likes to dance and sing—and so what? She is love-starved,
this child who has supposedly inherited sin,
who will never get the approval of Mr. Rochester.

We lose track of the pretty child who likes to sing.
Jane goes away for a while to prove her purity.
Then, when the other wife dies, Mr. Rochester
will approve. Reader, I married him, she says,

after she has gone away for a while. He is blind
from the fire the crazy wife set. And then, miraculously,
her love asks if she is wearing a blue dress.
I believe she is pregnant, then, carrying a child

who will be a good child, miraculously.
Charlotte Brontë knew only part of the happy ending.
Perhaps he gets better and sees the blue dress.
We have to believe things turn out well,

while Charlotte, herself, had nine months of pleasure
and died. And so the book, which ends as if resolved,
asks us to believe things turn out well, the French girl gone,
Rochester and Jane and the baby in the burned-out

mansion, because books then ended resolutely
and did not reflect how it is to have a calm life,
Rochester and Jane and the baby in the burned-out
mansion, illustrated by the art of the woodcut,

which does not suggest such a calm life,
but a knife and fire making art out of wood,
in a mansion that itself has been sculpted by
fire and breaking things, which is how we really live.",Art and Science
The Wound,"1

The leaves sleeping beneath the wind:
A vessel for the wound.
Time perishing: the glory of the wound.
The trees rising among our lashes:
A lake for the wound.

The wound lies in bridges
When the grave lengthens,
When patience stretches
Between the banks of our love and death.
The wound, a gesture, is passing.

2

I give the voice of the wound
To the tongue of strangled bells,
To stone approaching from afar,
To aridity and the arid land,
To time borne on a stretcher of ice,
I kindle the fire of the wound.

When history burns in my garments,
When blue nails sprout in my book,
When I shout during the day,
Who are you? Who’s thrusting you
Into my notebooks,
Into my virgin earth?
In my notebooks, in my virgin earth,
I glimpse two eyes of dust
And hear someone say,
“I am the wound that grows
In your narrow history.”

3

I named you cloud,
Wound, dove of departure,
I named you quill and book.
And here I am, starting a dialogue
Between myself and the drowned tongue
On the isles of exodus,
On the archipelago of the ancient fall.
And here I am, teaching the dialogue
To the wind and palms—
Wound, dove of departure.

4

Had I a harbor, had I a vessel
In the land of dreams and mirrors,
Had I the remains
Of a city, had I a city
In the land of children and weeping,

I would forge them all for the wound
Into a spear-like song
That pierces trees and stones and sky,
A song as supple as water,
Unruly and dazed, like conquest.

5

World adorned with dreams and yearning,
Rain down on our deserts,
Rain down, but shake us, palms of the wound,
And break two branches off for us
From the trees that love the silence of the wound,
From the trees with arched lashes and hands
That keep vigil over the wound.

World adorned with dreams and yearning,
World falling in my brow,
Drawn like the wound,
Come no closer—the wound is closer than you.
Don’t tempt me—the wound is more beautiful,
And the wound has passed by that enchantment
Cast by your eyes
In the last kingdoms,
Passed without leaving a sail to tempt it astray,
Without leaving it an island.
 
Translated from the Arabic",Art and Science
Alive,"You and me, of course, and the animals
we feed and then slaughter. The boxelder
bug with its dot of red, yeast in the air
making bread and wine, bacteria
in yogurt, carrots, the apple tree,
each white blossom. And rock, which lives
so slowly it’s hard to imagine it
as sand then glass. A sea called dead is one that
will not mirror us. We think as human
beings we deserve every last thing. Say
the element copper. Incandescence
glowing bright and soft like Venus.
Ductile as a shewolf’s eyes pigmented red
or green, exposed to acid in the air.
Copper primes your liver, its mines leach lead
and arsenic. Smelting is to melting
the way smite is to mite. A violence
of extraction. What’s lost when a language
dies? When its tropes oppose our own?
In the at-risk language Aymara
the past stretches out in front, the future
lags behind. Imagine being led
by knowing, imagine the end as clear.",Art and Science
"Asylum,","like when I can’t sleep I say to myself
the the the the
the

the
the—
each article drenched to the bone in the

belief it attends something solid,
fond belief, always being
cut in on—the

the
the
the the the the the the

does the trick if I can stick with it
not get swept into narrative, that shock brigade
all tell, if by shock they mean hit

the the the the the the the the
papers say asylum is temporary
now, true, what’s not that’s able to

maintain its potency, you wake up
from a spell in that genre of safety, relative
safety, what saved you

making as if the story were widely shared
until you saw them as-if otherwise and then
what saved you was seeing their look, saying

resemblance too may be at any time revoked so
must be made the most
of,

seeing it then, seizing
the minute dismounting with the foot
trained as a dancer to keep you traveling because

they’d slept and, refreshed, moved the the the the
papers expired, it’s their turn now
to really live",Art and Science
At the End of the Day,"end- and be-any, make ends hour, at the end on my haze, elf’s well
that ends well, at a fair end, an end as itself, any good must come to
an end, tie is loose ends, end on the line, defanging on the end, end
as sight, coming to a man end, end as took, hour a terrible end, to
end on the ticks, team end, on the semiotics end, light at the end of
the tunnel, choking both ends, does the end justify the bound,
short end on the brand, know which end is is, now-end, toss-end,
you haven’t heard the end on it, follow me to the ends.",Art and Science
Awl,"A tool for piercing holes. Particularly in leather. A simple metal shaft. A knob of wood for handle, polished by its fit in the sinewy cradle of a leather-worker’s palm. Likely the tool with which Louis Braille blinded himself as a child in France. An accident in his father’s saddle-making shop in the early years of the nineteenth century. Braille later invented a system of raised dots as a means of reading and writing for the blind. We don’t know much. Whether he was in the shop with his father or snuck in alone. Whether it was damp and rainy or whether the sun shone and brought to life the floating dust that always hung in the workshop air. Maybe it was just a little poke in the eye. A small tool, a small slip of the hand, a small injury. How a little fumble ends in blindness. It was decades before general anesthetic or antiseptics. Perhaps the doctor they rushed him to believed in the value of “laudable pus” in a wound. I don’t want to picture it. As a child, playing in his father’s saddle-making shop, did Louis Braille already know the names of the parts of a saddle—cantle, pommel, stirrup, tree? Did he know the smell and feel of each grade of leather? Of all the tools—punch and pincers, gouge and groover, chisel and awl—he chose awl. Likely the last thing he saw, a shine of metal galloping toward his eye. Is it accident that my tool for pressing hand-punched Braille is so much like a blunt, very small awl?",Art and Science
The Binchōtan Charcoal & Its Ash,"There is no delusion that she wants her.
Is marriage like owning a very expensive art piece?

Your spouse the painting?
You the crooked frame that won’t fit?

Is this how desire is born?
From having less or from wanting more?

She wakes up calling her name.
She wakes up knowing that she doesn’t want less.

From House of Cards she learned a new rule: “I love that
woman. I love her more than sharks love blood.”

Or something along that line. She may have misquoted.
It came out of the pre-disgraced Kevin Spacey’s mouth.

Her God doesn’t exercise telepathy or residence.
Hands, eyes, mouths, authenticity.
It’s a city without mirrors.
Because touch, in itself, is symmetry.

—


She held the woman’s face in her mind’s eye &
realized that they would never be lovers &
as soon as she let her go, mosses grew all over
the geography of her hands and the woman’s face.

Is this because it’s a debt that must be paid for
not believing in somebody?
In herself?

She felt the desire of desire as if it was a binchōtan
charcoal and its ash.

Masakichi Yakitori
and the Pyramid Club.

—


On Easter Sunday, she sang a Christmas carol of Lao Tzu.
Lao Tzu, where is your power to persuade a tree from falling
asleep on itself?

Does night dream of actresses sleeping on leaves?
Where is the human figure in this?

Your Saturday is a memory without a body.
A pair of lungs that knew too much about your mother’s rape
tells you to leave reality through a threshold of a dream.

You knew how to be authentic. How to get rid of people.
How desertion works in the wilderness.
You exclude sound from your thesis.
It’s a way for you to desert poetry without being too poetic.

—


There were thistles inside of your mother’s vaginal canal.
She wasn’t violated in the wilderness. He has dragged her there to
say that it was okay to want pins and needles. She wasn’t numbed
after all. Her body didn’t pretend to be a God. Just a whimpered
Lao Tzu.

In a remote mountain, the men are smoking pipes and their vapors
smell like evergreen.

To punctuate their desire she says: God is being difficult. But he is
not.

I have to tell the world that I am sad and have been forgotten. Is
there a way home from not being homeless? Is there a way to swim
in an Indian reservation without being caught?

Listen: the isotope was just a trope.
There are ways to move smoothly in and out of insincerity.

We grow to learn how to brush melted butter
onto doughs shaped like the cavalry.
They arrive galloping on the baking
sheets without yeast in their armors.

—


Every Tuesday we acquire clues from the shape
of your mother’s scream.
When it was hoarse, it had the shape of a small bonsai tree.

Your cat licks you and licks you.

You know it’s not 300 bc.
Desire comes and goes while leaving lies to clothe themselves.

Her anger is a troublesome candidate of sadness—
lights itself on fire.
From time to time, the cunt of that fire grows ember by ember.

Once in a while, a house made of screams floats down a black river
on the planet Pluto.
Its chimney is not designed to ventilate silence or resilience.
It’s designed to allow screams to escape without suffocating
everyone inside it.

Once in a while the rain arrives to suppress the anger of the
scream.

When anger soaks like wet grasses on the house’s floorboard, the
ants come out to showcase their military might.

They resurrected the screams from their wet ash and carry them
on their powerful backs.
The aftermath of a rape is portable and transmutable.
A possible somatic experience for the ants, but may not be for the
human or the inhuman.",Art and Science
The Burdens,"Before any of it, a goat appeared
in a piebald sweater, beardless
and tethered at the collar
on half a tennis court of land
up a rutted lane above the road.

Doubtless a horse once clip-clopped there
before a trap, a whip, a tweed of farmer
with bushels and crates
of cabbages, parsnips, blue duck eggs
to pay the country doctor.

Not now, and not then,
we drive home between the fields.
She is radioactive, or lately was,
and sleeps on the doses of nitrogen mustard
a country doctor has called for.

Little goat forgive me. I shouldn’t do this.
All you do is munch your poxy plain of grass,
your kingdom for a caper.
If at night you sing your tired chin to sleep,
it’s not a metaphor, it’s a tragedy.

Instead, let’s say a ship arrived one day.
Let’s say its decks were delicate, polished oak.
Let’s say happy impossible winds steered it.
Let’s say the captain, sweeping his spyglass
over the hills, after all this time, found us.",Art and Science
Cell,"The blood of language moves through the word cell from monk’s cell to prison cell to biological cell. I don’t know why a Braille cell is called a cell. I don’t know how many blood cells Louis Braille lost when the awl he was playing with as a small child slipped and injured his eye.

Red blood cells live some hundred days before they are worn out by their silent hustle—looping and looping, pounded through the heart’s chambered cathedral, rushing out to the farthest reaches of the body with the good news of oxygen, squeezing single file along capillaries, like anxious deer probing their tracks through the woods. Rushing, silent, looping the circuits of the body. Again, again, again. Load iron. Dump iron. Load dump squeeze hustle.

Red blood cells pushed through the capillaries that pushed through my retinas. They broke loose to run a green swarm in the corral of my eye. But that is history. Today cells still push through the capillaries fenced off by my calloused fingerprint. This one that I run over the Braille cell, the pattern of bumps.

—

A red blood cell is measured in microns. A solitary prison cell is measured in feet. Six feet by nine feet or less. I don’t know what the unit of measure is for how living in solitary changes a person. We know that living in a confined space, without access to the long view or landscape, changes the eye. The eye, for lack of practice, loses its ability to make out what lies in the distance. I don’t have a unit of measure for what this does to the heart.

—

A Braille cell is measured in spaces in a grid—two across by three down—that can be filled with a raised dot or bump. Different combinations of dots represent different letters, punctuation, symbols, shorthand.

—

The oldest cell I find in the dictionary is the monastic cell, a place for contemplation. From the concealed place where wine was stored. As in cellar. I find Braille contemplative. I touch my index finger to a bumpy piece of paper. My hand advances slowly left to right, the touch receptors in my finger triggered by the uneven contact of paper and skin. Messages run along nerves, finger-to-brain, brain-to-finger. Cognition sizzles. Mind notices this feels different than the pathway of sound in ear to auditory processing. Listening pulls me out into the world in an infinity of directions. Touching my reading educates me on my exact location in the world, feet in shoes, weight of foot on ground, weight of bones and flesh in chair.",Art and Science
Come Back,"I hate how I can’t keep this tremor inside, this mute
matter of being made extant, this shiver in being, in
no not-being, this wild flying up from the inner surge

and this crack in the apparatus espied around
the corner from my particular warble, this
quiver of dissolution in the pool of no single thing,

this break in the entity of the single, of not
a mistake in being made, this suffering of trying
to contain the infinite in language, this refusal

inextricable from its mass; this love, love of
love, this being only in your presence, this inability
not to err, rather the constitution of my broken image

caressed by this, this permission to submerge, this bigger
and bigger being, tremor of infinite allowances, this telos
of cataloging that which can never be disappeared.",Art and Science
